meal_1_idx,meal_2_idx,meal_3_idx,meal_4_idx,meal_5_idx,meal_6_idx,meal_7_idx,meal_8_idx,meal_9_idx,meal_10_idx,meal_11_idx,meal_12_idx,meal_13_idx,meal_14_idx,meal_15_idx,meal_16_idx,meal_17_idx,meal_18_idx,meal_19_idx,meal_20_idx,meal_21_idx,meal_22_idx,meal_23_idx,meal_24_idx,meal_25_idx,meal_26_idx,meal_27_idx,meal_28_idx,meal_29_idx,meal_30_idx,meal_31_idx,meal_32_idx,meal_33_idx,meal_34_idx,meal_35_idx,meal_36_idx,meal_37_idx,meal_38_idx,meal_39_idx,meal_40_idx,meal_41_idx,meal_42_idx,meal_43_idx,meal_44_idx,meal_45_idx,meal_46_idx,meal_47_idx,meal_48_idx,meal_49_idx,meal_50_idx,meal_51_idx,meal_52_idx,meal_53_idx,meal_54_idx,meal_55_idx,meal_56_idx,meal_57_idx,meal_58_idx,meal_59_idx,meal_60_idx,meal_61_idx,meal_62_idx
mieayam,salad,mi instan ,nasi telur,nasi_uduk,gorengan,bakso,soto,seblak,nasigoreng,salad,sate,salad,seblak,gorengan,roti,warteg,soto,roti,soto,soto,nasi_uduk,mieayam,bubur,sate,salad,capcay,capcay,buah,mieayam,nasi telur,buah,bakso,warteg,salad,soto,capcay,gorengan,roti,warteg,bubur,roti,mieayam,cireng,mi instan ,warteg,soto,warteg,soto,salad,buah,capcay,capcay,roti,soto,mi instan ,bubur,mi instan ,mieayam,nasi telur,salad,ayamgeprek
ayamgeprek,salad,gorengan,salad,gorengan,buah,nasipadang,nasi_uduk,sate,nasi_uduk,buah,nasigoreng,nasi_uduk,warteg,warteg,capcay,nasigoreng,soto,bubur,seblak,ayamgeprek,warteg,buah,nasigoreng,nasipadang,mieayam,warteg,ayamgeprek,nasipadang,nasi_uduk,nasi telur,nasigoreng,sate,capcay,bakso,ayamgeprek,buah,nasi telur,gorengan,nasi telur,ayamgeprek,capcay,nasipadang,buah,ayamgeprek,mieayam,gorengan,nasipadang,nasigoreng,nasigoreng,mi instan ,warteg,warteg,roti,nasigoreng,roti,soto,buah,nasigoreng,roti,nasi telur,salad
bubur,cireng,sate,nasi_uduk,seblak,nasi_uduk,bubur,salad,cireng,buah,capcay,soto,seblak,ayamgeprek,ayamgeprek,roti,buah,soto,mieayam,bakso,bakso,nasi telur,buah,soto,capcay,nasipadang,nasipadang,gorengan,nasi telur,sate,nasipadang,warteg,seblak,cireng,bakso,warteg,mieayam,roti,salad,soto,bakso,sate,nasi telur,seblak,mi instan ,nasi telur,bubur,roti,gorengan,bubur,nasi_uduk,warteg,nasipadang,soto,mi instan ,nasi telur,buah,warteg,roti,seblak,bakso,bubur
nasi telur,gorengan,ayamgeprek,capcay,nasi_uduk,mi instan ,sate,mi instan ,mieayam,cireng,nasi telur,bubur,ayamgeprek,seblak,buah,mieayam,salad,nasipadang,bubur,roti,buah,nasigoreng,salad,nasi_uduk,mi instan ,gorengan,warteg,mieayam,capcay,nasipadang,salad,mieayam,sate,roti,nasipadang,nasipadang,nasi telur,warteg,sate,roti,roti,warteg,warteg,bakso,cireng,sate,salad,roti,bubur,salad,capcay,nasigoreng,nasi telur,roti,warteg,ayamgeprek,seblak,nasi telur,soto,nasi telur,roti,bakso
nasi telur,nasi telur,capcay,soto,sate,nasi telur,sate,roti,roti,nasi_uduk,roti,cireng,soto,bubur,seblak,soto,buah,salad,gorengan,roti,sate,seblak,gorengan,gorengan,warteg,nasi_uduk,roti,cireng,bubur,nasigoreng,cireng,nasipadang,nasigoreng,seblak,cireng,bakso,bubur,sate,mieayam,capcay,ayamgeprek,bakso,salad,buah,seblak,nasigoreng,capcay,salad,sate,soto,salad,seblak,bakso,seblak,soto,seblak,buah,seblak,nasigoreng,sate,seblak,nasi telur
cireng,bakso,buah,cireng,bakso,mi instan ,capcay,nasi telur,bakso,seblak,warteg,nasipadang,nasipadang,seblak,ayamgeprek,roti,bakso,soto,seblak,nasigoreng,salad,gorengan,nasi telur,bakso,capcay,cireng,salad,nasi_uduk,seblak,cireng,cireng,bakso,gorengan,nasipadang,bubur,nasi_uduk,nasi telur,bakso,roti,warteg,sate,warteg,bakso,warteg,bubur,warteg,nasi_uduk,sate,mi instan ,nasi telur,nasigoreng,buah,nasipadang,nasi telur,buah,nasipadang,bubur,gorengan,soto,bubur,soto,capcay
nasipadang,roti,warteg,nasipadang,roti,sate,warteg,nasi_uduk,nasi_uduk,capcay,buah,sate,gorengan,buah,gorengan,cireng,cireng,sate,warteg,nasi telur,ayamgeprek,bubur,soto,seblak,bubur,bakso,warteg,bubur,cireng,bubur,soto,ayamgeprek,buah,nasi telur,gorengan,bubur,warteg,buah,bubur,nasipadang,sate,bubur,nasi_uduk,capcay,nasi_uduk,nasigoreng,nasipadang,ayamgeprek,nasi telur,roti,mieayam,roti,nasi telur,bubur,warteg,nasigoreng,warteg,soto,gorengan,soto,warteg,nasigoreng
nasi_uduk,nasi_uduk,cireng,nasigoreng,nasi telur,nasi telur,roti,salad,capcay,roti,soto,nasi telur,cireng,warteg,nasigoreng,nasigoreng,seblak,buah,nasigoreng,nasi telur,mieayam,nasigoreng,gorengan,nasi telur,gorengan,nasipadang,bakso,gorengan,bubur,roti,nasi_uduk,mieayam,warteg,nasipadang,seblak,warteg,ayamgeprek,soto,nasi telur,roti,cireng,nasi telur,salad,sate,cireng,salad,mieayam,nasipadang,roti,bakso,mieayam,warteg,capcay,ayamgeprek,nasipadang,buah,nasipadang,gorengan,ayamgeprek,roti,nasi_uduk,ayamgeprek
mi instan ,capcay,warteg,bakso,bubur,gorengan,nasipadang,soto,mieayam,nasi_uduk,gorengan,ayamgeprek,roti,gorengan,sate,cireng,cireng,buah,seblak,bakso,cireng,bakso,soto,salad,mieayam,nasi telur,salad,roti,buah,sate,nasi telur,buah,ayamgeprek,soto,roti,sate,capcay,mieayam,warteg,salad,nasi telur,warteg,capcay,gorengan,gorengan,salad,bubur,nasi telur,bakso,roti,roti,ayamgeprek,mi instan ,gorengan,buah,ayamgeprek,cireng,bubur,bubur,soto,seblak,nasigoreng
mieayam,nasi_uduk,bubur,sate,sate,mi instan ,warteg,soto,buah,ayamgeprek,mieayam,bakso,cireng,ayamgeprek,salad,nasi telur,buah,nasi telur,warteg,nasigoreng,gorengan,nasigoreng,soto,nasigoreng,seblak,seblak,nasigoreng,gorengan,sate,ayamgeprek,ayamgeprek,nasipadang,salad,bubur,mieayam,warteg,buah,mieayam,roti,nasi_uduk,capcay,warteg,nasipadang,nasigoreng,seblak,bakso,bubur,nasi telur,bubur,mi instan ,warteg,bakso,gorengan,capcay,mieayam,gorengan,sate,mieayam,gorengan,seblak,cireng,sate
bakso,salad,buah,gorengan,nasi_uduk,ayamgeprek,bakso,bubur,seblak,capcay,cireng,buah,bubur,warteg,buah,bubur,roti,gorengan,nasigoreng,soto,gorengan,mieayam,nasipadang,warteg,mi instan ,soto,salad,buah,ayamgeprek,mieayam,nasi telur,mieayam,capcay,nasi_uduk,bubur,ayamgeprek,nasigoreng,mieayam,sate,seblak,capcay,gorengan,nasigoreng,nasigoreng,nasipadang,nasigoreng,nasi telur,capcay,salad,bubur,mieayam,mieayam,salad,sate,nasigoreng,cireng,bakso,warteg,gorengan,salad,salad,nasi telur
roti,sate,mieayam,gorengan,bubur,seblak,seblak,soto,warteg,soto,nasi telur,roti,mieayam,buah,nasipadang,nasipadang,soto,mi instan ,roti,sate,nasi_uduk,soto,salad,bubur,capcay,salad,warteg,roti,capcay,roti,gorengan,roti,mieayam,nasipadang,roti,nasigoreng,mieayam,seblak,seblak,roti,roti,capcay,warteg,buah,capcay,gorengan,salad,soto,salad,sate,seblak,bubur,seblak,sate,capcay,gorengan,seblak,sate,nasi_uduk,sate,ayamgeprek,nasigoreng
bakso,nasipadang,nasigoreng,warteg,seblak,gorengan,bubur,mieayam,gorengan,salad,salad,bubur,warteg,bubur,bubur,cireng,cireng,buah,gorengan,gorengan,nasigoreng,nasigoreng,nasi_uduk,nasi telur,bakso,capcay,mieayam,roti,capcay,gorengan,nasi telur,roti,seblak,roti,nasi telur,bakso,sate,seblak,nasipadang,buah,nasipadang,mieayam,soto,cireng,sate,gorengan,gorengan,salad,capcay,capcay,roti,ayamgeprek,mi instan ,salad,nasigoreng,bubur,roti,bakso,nasigoreng,seblak,bubur,nasigoreng
sate,sate,seblak,bakso,nasipadang,warteg,sate,seblak,salad,roti,cireng,nasipadang,warteg,capcay,buah,buah,bubur,roti,mi instan ,salad,buah,nasi telur,salad,sate,mi instan ,salad,nasi telur,cireng,bubur,buah,sate,mieayam,gorengan,salad,warteg,soto,gorengan,cireng,nasipadang,warteg,bakso,bakso,nasi_uduk,nasigoreng,bubur,buah,nasipadang,warteg,sate,sate,bubur,salad,buah,warteg,mieayam,roti,sate,mieayam,nasi_uduk,nasi_uduk,mi instan ,salad
warteg,bubur,cireng,buah,gorengan,gorengan,seblak,nasi telur,roti,warteg,soto,ayamgeprek,cireng,soto,cireng,buah,nasi_uduk,salad,capcay,roti,soto,bakso,buah,warteg,bubur,sate,salad,seblak,nasigoreng,nasigoreng,ayamgeprek,roti,roti,bakso,capcay,roti,sate,seblak,nasi_uduk,buah,nasi telur,nasipadang,ayamgeprek,seblak,ayamgeprek,nasigoreng,mi instan ,nasipadang,mieayam,sate,nasigoreng,nasigoreng,warteg,seblak,bubur,mi instan ,mieayam,nasi telur,salad,buah,salad,capcay
buah,seblak,warteg,ayamgeprek,nasi telur,salad,mieayam,sate,soto,nasipadang,bakso,seblak,mi instan ,buah,sate,capcay,bakso,roti,soto,mieayam,bakso,mieayam,mi instan ,capcay,nasi telur,ayamgeprek,mieayam,nasipadang,bakso,nasigoreng,ayamgeprek,nasi telur,capcay,nasigoreng,nasi_uduk,seblak,bubur,bubur,sate,warteg,mi instan ,mi instan ,nasipadang,soto,roti,bubur,bakso,soto,bubur,seblak,nasi telur,buah,roti,nasi telur,mi instan ,soto,salad,roti,seblak,warteg,nasi_uduk,mieayam
capcay,mieayam,bubur,nasipadang,mieayam,buah,bubur,nasipadang,capcay,nasi_uduk,nasipadang,mieayam,bakso,mi instan ,bakso,salad,gorengan,sate,cireng,salad,gorengan,nasi telur,nasi telur,nasi_uduk,nasigoreng,gorengan,salad,salad,gorengan,sate,nasipadang,warteg,nasi telur,mieayam,ayamgeprek,warteg,sate,nasi_uduk,nasi_uduk,salad,mieayam,warteg,warteg,cireng,mieayam,nasi_uduk,nasi_uduk,soto,nasi telur,roti,salad,nasipadang,capcay,gorengan,nasigoreng,sate,roti,sate,buah,bakso,roti,soto
mieayam,sate,soto,bubur,capcay,capcay,gorengan,ayamgeprek,nasi_uduk,roti,gorengan,capcay,bakso,sate,nasigoreng,mi instan ,bubur,gorengan,nasigoreng,bakso,sate,sate,ayamgeprek,capcay,nasi telur,seblak,nasi_uduk,gorengan,nasi telur,soto,salad,nasi_uduk,mieayam,mi instan ,gorengan,bakso,nasigoreng,capcay,warteg,nasigoreng,mieayam,nasi telur,warteg,mi instan ,cireng,nasi_uduk,nasigoreng,bubur,nasigoreng,ayamgeprek,roti,nasipadang,buah,nasi telur,buah,sate,buah,soto,nasigoreng,seblak,mieayam,soto
capcay,gorengan,roti,nasipadang,nasi_uduk,gorengan,sate,mieayam,nasi telur,ayamgeprek,buah,nasi_uduk,cireng,warteg,cireng,bakso,bubur,soto,bubur,gorengan,ayamgeprek,mieayam,nasipadang,salad,nasi telur,roti,nasigoreng,nasipadang,ayamgeprek,bakso,warteg,capcay,nasipadang,nasigoreng,seblak,bakso,nasigoreng,nasi telur,seblak,mieayam,warteg,sate,buah,bubur,capcay,cireng,sate,ayamgeprek,gorengan,ayamgeprek,nasi telur,gorengan,mi instan ,nasi telur,bubur,nasi telur,mi instan ,bakso,nasipadang,gorengan,salad,nasi telur
cireng,nasigoreng,ayamgeprek,bubur,bubur,buah,ayamgeprek,ayamgeprek,cireng,nasi telur,buah,nasigoreng,capcay,seblak,salad,buah,bubur,buah,nasi_uduk,nasigoreng,gorengan,bakso,bakso,ayamgeprek,salad,seblak,buah,mi instan ,capcay,buah,cireng,mi instan ,bakso,roti,buah,capcay,gorengan,nasigoreng,roti,soto,bubur,nasipadang,warteg,buah,capcay,buah,warteg,bubur,buah,seblak,nasipadang,cireng,capcay,nasigoreng,nasigoreng,salad,mieayam,salad,warteg,bubur,bakso,salad
cireng,nasi_uduk,seblak,gorengan,bubur,bubur,mieayam,ayamgeprek,buah,mi instan ,roti,buah,salad,nasi telur,bubur,soto,nasi_uduk,gorengan,mieayam,nasi telur,roti,cireng,nasipadang,bubur,mieayam,sate,sate,ayamgeprek,mi instan ,ayamgeprek,nasipadang,mieayam,roti,nasi telur,salad,capcay,ayamgeprek,bakso,sate,nasi telur,cireng,mieayam,nasipadang,gorengan,gorengan,mieayam,gorengan,buah,nasigoreng,bubur,cireng,seblak,nasipadang,nasipadang,warteg,gorengan,salad,nasigoreng,capcay,ayamgeprek,nasi telur,roti
nasipadang,mieayam,roti,bubur,ayamgeprek,mi instan ,capcay,roti,seblak,nasigoreng,nasipadang,cireng,warteg,ayamgeprek,bakso,capcay,nasipadang,gorengan,soto,bakso,gorengan,sate,salad,gorengan,soto,roti,seblak,soto,roti,warteg,nasi telur,mi instan ,seblak,capcay,gorengan,seblak,soto,mi instan ,bubur,sate,bubur,soto,roti,nasi_uduk,bakso,nasipadang,mieayam,sate,mieayam,nasigoreng,warteg,mi instan ,roti,nasigoreng,nasi_uduk,mi instan ,gorengan,nasi telur,sate,bubur,roti,nasi telur
buah,sate,mi instan ,capcay,nasi telur,warteg,gorengan,mi instan ,sate,capcay,bakso,nasipadang,soto,sate,sate,capcay,nasi telur,mieayam,bakso,buah,nasi telur,mieayam,nasi telur,roti,nasi_uduk,mi instan ,soto,capcay,bubur,bubur,soto,buah,buah,nasi_uduk,buah,mi instan ,roti,buah,bubur,soto,seblak,mieayam,mi instan ,soto,buah,roti,bakso,nasipadang,nasi_uduk,seblak,nasi_uduk,nasi telur,soto,bakso,bubur,nasi telur,nasipadang,nasigoreng,buah,bakso,nasigoreng,nasi telur
seblak,soto,salad,sate,mieayam,cireng,buah,sate,cireng,nasi telur,sate,bakso,nasi_uduk,sate,ayamgeprek,salad,bubur,mieayam,capcay,nasigoreng,nasi_uduk,nasipadang,mi instan ,mi instan ,roti,nasipadang,soto,nasipadang,bubur,salad,nasi_uduk,soto,mieayam,salad,mieayam,gorengan,nasi telur,capcay,roti,nasi_uduk,soto,bubur,cireng,bubur,nasi_uduk,nasi telur,bubur,bubur,salad,nasi_uduk,soto,warteg,warteg,mi instan ,gorengan,mieayam,gorengan,seblak,seblak,bakso,bubur,nasigoreng
bakso,sate,nasipadang,bakso,buah,soto,buah,nasi_uduk,nasi_uduk,ayamgeprek,nasigoreng,salad,nasigoreng,bubur,nasi_uduk,bakso,mi instan ,roti,soto,seblak,warteg,nasi_uduk,gorengan,nasi telur,seblak,nasipadang,bubur,nasi telur,sate,warteg,sate,mieayam,cireng,gorengan,mi instan ,salad,nasi telur,bubur,seblak,ayamgeprek,buah,bubur,warteg,bubur,salad,capcay,nasi_uduk,cireng,soto,bakso,gorengan,nasigoreng,nasipadang,nasi_uduk,gorengan,seblak,buah,buah,ayamgeprek,warteg,salad,bakso
roti,mi instan ,warteg,nasipadang,gorengan,bakso,ayamgeprek,bakso,nasi_uduk,soto,nasi_uduk,buah,mieayam,seblak,nasi_uduk,nasigoreng,ayamgeprek,bubur,bakso,mieayam,bakso,soto,nasipadang,bakso,seblak,sate,capcay,capcay,bakso,nasipadang,bubur,roti,salad,gorengan,nasipadang,roti,soto,ayamgeprek,warteg,bakso,salad,nasipadang,seblak,mi instan ,warteg,gorengan,buah,nasi_uduk,bubur,mi instan ,soto,soto,mi instan ,seblak,roti,seblak,warteg,warteg,buah,cireng,capcay,roti
buah,soto,salad,salad,mi instan ,nasigoreng,mi instan ,warteg,salad,mi instan ,bakso,seblak,nasi_uduk,salad,roti,nasipadang,bubur,nasipadang,nasi telur,nasi_uduk,nasi_uduk,nasipadang,soto,nasi telur,warteg,warteg,cireng,capcay,ayamgeprek,mieayam,soto,mieayam,nasi telur,bubur,ayamgeprek,roti,mi instan ,sate,nasigoreng,bakso,buah,bakso,bubur,nasi telur,sate,bakso,seblak,cireng,mi instan ,nasi_uduk,seblak,soto,ayamgeprek,capcay,cireng,seblak,ayamgeprek,nasipadang,cireng,nasigoreng,warteg,seblak
bubur,gorengan,seblak,nasipadang,sate,warteg,nasigoreng,seblak,sate,nasi_uduk,salad,soto,gorengan,gorengan,gorengan,cireng,seblak,gorengan,mi instan ,soto,bubur,nasi telur,nasipadang,nasipadang,roti,mieayam,soto,capcay,mi instan ,mieayam,capcay,sate,soto,ayamgeprek,cireng,capcay,roti,seblak,bakso,warteg,soto,nasipadang,seblak,sate,ayamgeprek,nasipadang,bakso,salad,buah,gorengan,warteg,bakso,nasi telur,roti,nasigoreng,mi instan ,capcay,nasipadang,nasi telur,bakso,buah,ayamgeprek
ayamgeprek,nasi telur,buah,capcay,nasigoreng,salad,buah,buah,nasi telur,seblak,seblak,nasi_uduk,capcay,warteg,nasigoreng,bubur,salad,nasigoreng,cireng,buah,bubur,nasi telur,nasipadang,nasi_uduk,mieayam,capcay,buah,soto,bubur,mieayam,mieayam,soto,nasi_uduk,nasigoreng,buah,warteg,bubur,soto,cireng,roti,seblak,nasi telur,gorengan,nasipadang,nasigoreng,nasi telur,sate,cireng,sate,nasi_uduk,warteg,nasipadang,gorengan,capcay,cireng,bakso,nasi_uduk,nasipadang,ayamgeprek,ayamgeprek,gorengan,nasi telur
nasipadang,capcay,nasi telur,nasigoreng,roti,soto,nasigoreng,ayamgeprek,mi instan ,capcay,warteg,nasi telur,buah,buah,bubur,roti,bubur,nasipadang,mi instan ,bakso,bubur,nasigoreng,cireng,salad,cireng,bubur,bubur,nasigoreng,nasigoreng,bubur,seblak,seblak,mi instan ,mi instan ,buah,nasigoreng,bubur,ayamgeprek,soto,salad,gorengan,bubur,nasigoreng,seblak,seblak,nasi telur,roti,bakso,nasi telur,gorengan,mieayam,gorengan,nasi_uduk,capcay,nasi telur,buah,nasi_uduk,bubur,nasigoreng,sate,roti,mieayam
mieayam,seblak,salad,seblak,mi instan ,salad,soto,mi instan ,nasigoreng,sate,bubur,nasi telur,capcay,ayamgeprek,soto,roti,mi instan ,seblak,nasipadang,nasi telur,nasi_uduk,capcay,nasipadang,nasipadang,nasi telur,nasi_uduk,nasigoreng,roti,nasi telur,seblak,nasi telur,roti,cireng,soto,nasipadang,bakso,nasi_uduk,cireng,gorengan,ayamgeprek,seblak,mi instan ,buah,nasipadang,salad,sate,soto,soto,soto,nasi_uduk,nasipadang,soto,nasipadang,bakso,capcay,mi instan ,buah,bakso,mieayam,soto,mieayam,sate
nasi_uduk,seblak,bakso,roti,nasi_uduk,mi instan ,gorengan,bubur,sate,nasipadang,bubur,warteg,nasigoreng,nasipadang,bakso,nasi telur,sate,capcay,bakso,capcay,roti,nasipadang,mi instan ,ayamgeprek,buah,warteg,soto,bubur,mi instan ,soto,bubur,gorengan,soto,gorengan,salad,warteg,buah,roti,mieayam,nasi telur,nasigoreng,nasipadang,mi instan ,soto,capcay,warteg,warteg,nasi telur,bakso,gorengan,nasi_uduk,nasipadang,mieayam,gorengan,nasipadang,bakso,warteg,mi instan ,seblak,mieayam,ayamgeprek,salad
capcay,nasigoreng,nasipadang,bakso,capcay,roti,seblak,cireng,bubur,buah,nasipadang,gorengan,capcay,sate,warteg,nasipadang,bubur,mieayam,nasipadang,nasi_uduk,cireng,sate,gorengan,mi instan ,salad,nasi_uduk,nasigoreng,soto,mieayam,roti,capcay,mi instan ,bubur,cireng,nasigoreng,nasipadang,salad,bakso,cireng,capcay,ayamgeprek,mieayam,bubur,seblak,capcay,gorengan,ayamgeprek,sate,bubur,mieayam,ayamgeprek,bubur,mi instan ,warteg,capcay,ayamgeprek,warteg,nasigoreng,salad,bakso,mi instan ,seblak
sate,gorengan,soto,mi instan ,mieayam,salad,salad,gorengan,nasi telur,warteg,nasi telur,buah,salad,warteg,bubur,nasigoreng,ayamgeprek,bubur,ayamgeprek,gorengan,mi instan ,warteg,salad,warteg,capcay,cireng,roti,mieayam,bubur,gorengan,buah,sate,nasi telur,seblak,seblak,ayamgeprek,warteg,soto,mieayam,nasi telur,nasi telur,nasi telur,mi instan ,nasipadang,nasigoreng,capcay,buah,warteg,roti,soto,roti,ayamgeprek,sate,ayamgeprek,soto,capcay,capcay,bakso,warteg,soto,gorengan,roti
ayamgeprek,gorengan,roti,nasi telur,warteg,nasipadang,mi instan ,sate,capcay,nasi telur,nasigoreng,buah,buah,capcay,cireng,salad,capcay,mieayam,nasigoreng,ayamgeprek,nasi_uduk,cireng,gorengan,nasigoreng,roti,warteg,cireng,roti,roti,sate,sate,warteg,ayamgeprek,sate,mieayam,nasi_uduk,capcay,sate,bakso,soto,nasipadang,mi instan ,soto,nasigoreng,seblak,capcay,nasigoreng,capcay,salad,gorengan,capcay,bakso,nasipadang,mieayam,mieayam,capcay,warteg,mieayam,sate,nasi_uduk,bakso,seblak
sate,seblak,nasipadang,sate,warteg,bakso,gorengan,bakso,seblak,mieayam,mi instan ,nasi telur,nasipadang,nasigoreng,salad,ayamgeprek,roti,ayamgeprek,soto,sate,ayamgeprek,nasigoreng,capcay,seblak,sate,nasigoreng,mi instan ,nasipadang,bubur,nasigoreng,cireng,roti,salad,nasi_uduk,nasi_uduk,cireng,bakso,ayamgeprek,mieayam,sate,mieayam,buah,ayamgeprek,capcay,nasi_uduk,buah,nasigoreng,buah,bubur,sate,cireng,nasipadang,bubur,capcay,nasipadang,buah,buah,bakso,warteg,mieayam,cireng,seblak
capcay,roti,gorengan,bakso,mieayam,seblak,ayamgeprek,gorengan,mieayam,nasigoreng,nasi telur,seblak,nasigoreng,soto,bakso,nasi_uduk,nasi_uduk,bubur,bakso,gorengan,bakso,salad,nasigoreng,mi instan ,soto,roti,mieayam,nasi telur,soto,mi instan ,buah,bubur,ayamgeprek,nasi_uduk,salad,nasigoreng,mieayam,cireng,gorengan,ayamgeprek,warteg,gorengan,sate,cireng,mi instan ,sate,warteg,nasipadang,warteg,nasi telur,gorengan,mi instan ,mi instan ,salad,nasigoreng,roti,bubur,capcay,ayamgeprek,mi instan ,mieayam,nasipadang
mi instan ,nasi telur,bakso,gorengan,roti,roti,roti,buah,nasi telur,cireng,gorengan,ayamgeprek,salad,soto,sate,seblak,ayamgeprek,nasi_uduk,seblak,gorengan,nasi telur,bubur,gorengan,capcay,nasipadang,cireng,nasi telur,nasipadang,roti,nasigoreng,mieayam,mieayam,nasipadang,soto,nasipadang,ayamgeprek,warteg,nasipadang,soto,nasigoreng,nasipadang,nasipadang,soto,salad,bakso,seblak,nasipadang,mieayam,gorengan,nasi telur,bubur,salad,nasipadang,sate,salad,mieayam,soto,buah,soto,capcay,nasi_uduk,nasipadang
sate,nasi telur,seblak,buah,cireng,warteg,nasigoreng,seblak,soto,nasi telur,salad,salad,mi instan ,warteg,ayamgeprek,nasipadang,mieayam,salad,bubur,nasigoreng,buah,buah,roti,nasi telur,gorengan,capcay,warteg,cireng,warteg,bubur,sate,soto,salad,nasipadang,seblak,buah,salad,mi instan ,seblak,sate,nasipadang,gorengan,bakso,nasigoreng,seblak,ayamgeprek,buah,buah,gorengan,warteg,ayamgeprek,mi instan ,sate,nasi telur,soto,nasi_uduk,warteg,ayamgeprek,nasi_uduk,seblak,mi instan ,warteg
mieayam,cireng,cireng,warteg,roti,bubur,nasipadang,nasi telur,nasi telur,nasi telur,roti,gorengan,warteg,salad,nasigoreng,soto,warteg,capcay,buah,bubur,seblak,seblak,capcay,mi instan ,roti,roti,bakso,capcay,bubur,nasi_uduk,bakso,warteg,capcay,soto,salad,salad,nasi_uduk,capcay,salad,capcay,ayamgeprek,ayamgeprek,bubur,ayamgeprek,sate,nasigoreng,roti,salad,warteg,salad,roti,mi instan ,bakso,nasigoreng,buah,mi instan ,soto,ayamgeprek,bubur,warteg,capcay,nasigoreng
capcay,cireng,mi instan ,mi instan ,nasigoreng,nasi telur,buah,gorengan,seblak,bakso,roti,warteg,soto,seblak,capcay,cireng,seblak,buah,nasi_uduk,nasipadang,bakso,nasi_uduk,salad,soto,mieayam,nasi telur,gorengan,warteg,nasipadang,gorengan,sate,capcay,buah,buah,buah,ayamgeprek,bubur,nasipadang,nasi_uduk,ayamgeprek,ayamgeprek,gorengan,capcay,nasipadang,salad,buah,gorengan,seblak,ayamgeprek,sate,mieayam,mieayam,nasigoreng,warteg,mieayam,gorengan,bubur,mieayam,cireng,nasi telur,mi instan ,mi instan 
warteg,nasipadang,salad,ayamgeprek,buah,nasigoreng,bubur,buah,gorengan,sate,buah,ayamgeprek,soto,bakso,gorengan,buah,bubur,nasi_uduk,mi instan ,nasigoreng,sate,roti,ayamgeprek,soto,nasi telur,soto,nasipadang,cireng,nasipadang,soto,bubur,capcay,buah,gorengan,buah,nasi telur,gorengan,warteg,salad,roti,cireng,soto,capcay,capcay,nasi_uduk,seblak,mieayam,bubur,mieayam,nasi_uduk,ayamgeprek,gorengan,bakso,cireng,buah,buah,mieayam,buah,bubur,soto,salad,nasigoreng
warteg,ayamgeprek,roti,roti,gorengan,cireng,buah,seblak,seblak,seblak,nasi telur,sate,ayamgeprek,nasipadang,bakso,warteg,nasi telur,sate,nasipadang,nasigoreng,cireng,roti,cireng,nasi telur,capcay,nasipadang,roti,nasi_uduk,capcay,gorengan,nasipadang,mieayam,mi instan ,capcay,seblak,nasi_uduk,nasigoreng,bakso,roti,bakso,gorengan,bakso,nasipadang,nasi_uduk,bubur,nasipadang,seblak,soto,sate,warteg,roti,roti,buah,warteg,mieayam,mieayam,salad,roti,mieayam,bakso,cireng,capcay
nasigoreng,warteg,bubur,soto,nasigoreng,nasigoreng,cireng,nasi_uduk,nasigoreng,bubur,cireng,gorengan,salad,salad,buah,buah,ayamgeprek,buah,cireng,seblak,nasi_uduk,salad,mi instan ,mi instan ,warteg,nasigoreng,warteg,buah,soto,sate,nasigoreng,warteg,nasipadang,bakso,roti,nasipadang,ayamgeprek,bubur,bakso,nasi_uduk,roti,soto,warteg,buah,nasi telur,roti,salad,buah,cireng,seblak,mieayam,mieayam,nasigoreng,salad,warteg,nasigoreng,warteg,bubur,seblak,salad,seblak,soto
salad,capcay,cireng,cireng,mi instan ,soto,nasi_uduk,nasigoreng,mi instan ,mieayam,bubur,ayamgeprek,seblak,soto,nasi_uduk,nasi_uduk,nasi_uduk,bubur,roti,buah,sate,nasi telur,salad,nasi telur,bakso,roti,nasi_uduk,nasigoreng,ayamgeprek,seblak,nasi telur,bakso,ayamgeprek,nasi telur,seblak,nasigoreng,seblak,sate,warteg,nasi telur,nasigoreng,ayamgeprek,sate,mi instan ,nasi_uduk,ayamgeprek,roti,sate,seblak,mi instan ,nasipadang,seblak,sate,nasipadang,sate,soto,seblak,capcay,warteg,salad,bakso,sate
cireng,salad,seblak,roti,seblak,sate,cireng,nasi telur,soto,capcay,capcay,nasipadang,nasipadang,nasipadang,gorengan,nasigoreng,nasi_uduk,soto,soto,nasipadang,capcay,nasigoreng,mi instan ,salad,mi instan ,gorengan,sate,mieayam,nasigoreng,soto,roti,mieayam,bakso,soto,buah,nasigoreng,nasipadang,cireng,roti,nasi telur,ayamgeprek,ayamgeprek,bubur,seblak,soto,warteg,soto,salad,salad,nasigoreng,mi instan ,salad,ayamgeprek,bubur,warteg,roti,salad,bakso,capcay,bakso,nasigoreng,nasi_uduk
